session_id,user_id,movie_id,watch_date,device_type,watch_duration_minutes,progress_percentage,action,quality,location_country,is_download,user_rating,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,language,country_of_origin,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
session_055800,user_03271,movie_0905,2025-08-25,Tablet,104.0,84.7,stopped,SD,Canada,False,TV-Y,catherine63@example.org,Sally,Coleman,45.0,Female,USA,Wisconsin,Paulaside,Premium,2024-12-18,True,19.9,Desktop,3.0,2024-12-13 00:29:24.345608,Dark Quest,Movie,Adventure,,2020,153.0,English,USA,,52461237.0,,,True,2024-02-17,False
session_055802,user_01454,movie_0314,2025-09-05,Desktop,73.7,16.0,started,HD,USA,True,PG,eringraham@example.com,Kendra,Taylor,25.0,Female,USA,Wisconsin,Smithport,Standard,2025-02-19,True,12.55,Tablet,2.0,2023-09-15 22:47:18.032771,Adventure Princess,Movie,Sci-Fi,,2023,113.0,English,India,4061469.0,9300295.0,,,False,2024-11-01,False
session_055806,user_03554,movie_0285,2024-08-22,Mobile,48.7,34.1,stopped,HD,Canada,False,PG,coxamy@example.com,Donna,Mason,31.0,Male,USA,Indiana,Hawkinsshire,Premium,2023-02-13,True,3.27,Mobile,1.0,2023-11-04 21:03:19.532996,Dragon Dragon,Documentary,Horror,,2024,85.0,English,South Korea,,,,,False,2023-10-13,False
session_055807,user_09005,movie_0737,2024-12-18,Tablet,22.7,41.3,stopped,HD,USA,False,TV-Y7,aprilpeters@example.com,Raymond,Savage,30.0,Male,Canada,Quebec,Lake Eric,Basic,2024-04-02,True,13.02,Laptop,1.0,2022-10-08 19:21:29.263338,Legend Love,Movie,Comedy,,2024,117.0,Spanish,USA,3778470.0,57571931.0,,,False,2021-05-31,False
session_055807,user_09005,movie_0737,2024-12-18,Tablet,22.7,41.3,stopped,HD,USA,False,TV-Y7,aprilpeters@example.com,Raymond,Savage,30.0,Male,Canada,Quebec,Lake Eric,Basic,2024-04-02,True,13.02,Laptop,1.0,2022-10-08 19:21:29.263338,Legend Love,Movie,Comedy,,2024,117.0,Spanish,USA,3778470.0,57571931.0,,,False,2021-05-31,False
session_055809,user_02581,movie_0590,2025-02-21,Laptop,53.1,86.4,paused,4K,USA,True,4.0,nicole99@example.com,Alyssa,Riley,13.0,Female,USA,Michigan,Port Michaelstad,Premium,2024-09-19,True,12.9,Smart TV,,2025-01-23 17:07:12.684273,Secret City,Documentary,War,,2012,104.0,English,India,,,,,False,2022-12-15,True
session_055809,user_02581,movie_0590,2025-02-21,Laptop,53.1,86.4,paused,4K,USA,True,4.0,nicole99@example.com,Alyssa,Riley,13.0,Female,USA,Michigan,Port Michaelstad,Premium,2024-09-19,True,12.9,Smart TV,,2025-01-23 17:07:12.684273,Secret City,Documentary,War,,2012,104.0,English,India,,,,,False,2022-12-15,True
session_055810,user_09724,movie_0037,2024-04-18,Mobile,5.9,23.1,started,HD,USA,False,TV-G,fgriffith@example.com,Sharon,Navarro,32.0,Female,USA,North Carolina,West Sharon,Premium,2025-07-07,True,25.52,Desktop,3.0,2024-07-18 11:47:53.291951,Empire King,TV Series,Comedy,,2011,51.0,French,USA,,,5.0,23.0,False,2025-05-02,False
session_055813,user_08145,movie_0221,2025-12-19,Smart TV,155.9,27.7,started,HD,USA,False,4.0,samanthaperkins@example.com,Jeffrey,Howard,42.0,Female,USA,Illinois,Jamesport,Standard,2024-08-31,True,30.05,Smart TV,5.0,2023-03-07 09:53:28.840505,Empire Kingdom,Documentary,Crime,,2016,46.0,English,USA,,,,,False,2021-06-25,False
session_055814,user_02845,movie_0122,2024-01-27,Desktop,44.4,88.7,completed,HD,USA,False,TV-MA,lorraine33@example.org,Christopher,Sherman,28.0,Male,USA,Texas,Tamaraburgh,Standard,2024-10-30,True,15.09,Tablet,3.0,2022-11-19 23:13:47.757118,Little Queen,Movie,History,,2019,125.0,English,USA,9321651.0,5551808.0,,,False,2024-08-01,False
session_055817,user_00090,movie_0323,2024-10-03,Mobile,33.6,90.6,completed,HD,USA,False,NC-17,william20@example.org,Austin,Young,20.0,Male,USA,Missouri,Patrickshire,Standard,2024-05-26,True,22.14,Tablet,,2025-06-07 17:10:12.870864,Little City,Movie,Adventure,Mystery,2011,145.0,English,Canada,183679.0,150842229.0,,,False,2022-11-09,True
session_055819,user_05063,movie_0647,2025-11-07,Tablet,100.2,81.5,completed,4K,Canada,False,TV-Y7,stacyward@example.org,Frank,Neal,35.0,Other,USA,Massachusetts,Ashleyfort,Premium+,2023-02-07,True,2.2,Tablet,3.0,2024-05-15 07:23:20.177140,Story Journey,Movie,Music,,2010,159.0,French,France,12844095.0,34444993.0,,,False,2020-10-30,False
session_055824,user_09888,movie_0659,2024-01-24,Tablet,31.7,5.8,completed,4K,Canada,False,TV-14,crossbianca@example.net,George,Turner,51.0,Male,USA,Texas,Michaelton,Basic,2023-11-05,True,21.91,Gaming Console,4.0,2023-12-03 14:19:56.593305,Little Night,TV Series,Sci-Fi,,2009,40.0,English,USA,,,3.0,171.0,True,2025-06-01,False
session_055826,user_08945,movie_0125,2024-08-24,Desktop,28.7,42.2,started,HD,USA,False,3.0,kbean@example.com,Bonnie,Fisher,28.0,Other,USA,Virginia,Youngberg,Standard,2023-06-12,True,17.53,Laptop,,2023-03-25 16:06:29.826414,Our Queen,Movie,Western,Music,2010,105.0,English,Canada,16341730.0,39189864.0,,,True,2022-01-10,False
session_055827,user_00716,movie_0370,2024-08-26,Tablet,105.7,49.1,paused,HD,USA,False,PG-13,meyeralexandria@example.net,Jesse,Evans,12.0,Female,Canada,Newfoundland and Labrador,Hernandezmouth,Premium,2025-06-07,True,31.41,Laptop,3.0,2023-09-25 02:08:58.304120,Princess Quest,Movie,Music,Thriller,2015,87.0,Spanish,USA,1373809.0,,,,False,2021-09-16,False
session_055828,user_02442,movie_0821,2024-02-16,Desktop,28.0,49.3,started,HD,USA,False,NC-17,lharris@example.org,Theresa,Parker,31.0,Female,USA,Maryland,Ashleychester,Standard,2023-08-06,True,13.4,Mobile,1.0,2024-04-11 11:17:20.594025,Hero King,Movie,Sci-Fi,,2011,109.0,Spanish,USA,821340.0,,,,False,2023-12-20,False
session_055831,user_05269,movie_0020,2024-07-31,Tablet,51.7,63.1,paused,HD,USA,False,2.0,riverakatherine@example.net,William,Ortiz,40.0,Male,USA,Michigan,Henrybury,Premium+,2023-01-02,True,18.72,Gaming Console,3.0,2023-08-28 23:39:42.263745,An Mystery,TV Series,Fantasy,,2009,41.0,English,Canada,,,14.0,168.0,False,2022-08-21,False
session_055833,user_02822,movie_0009,2025-08-30,Desktop,20.3,49.3,started,SD,USA,False,3.0,youngkimberly@example.com,Ronald,Ramirez,44.0,Male,USA,Michigan,New Julie,Premium,2024-01-30,True,0.53,Desktop,4.0,2024-06-06 20:58:30.786630,Dragon Empire,Movie,Biography,,2013,123.0,Spanish,USA,,,,,False,2024-05-09,False
session_055835,user_09844,movie_0127,2024-11-12,Laptop,389.6,20.4,stopped,SD,Canada,False,3.0,mwoods@example.com,Jose,Peters,55.0,Male,USA,Ohio,Hayesland,Premium,2023-07-29,True,38.58,Laptop,4.0,2025-03-22 04:46:48.032165,Dragon Quest,Documentary,Music,Drama,2016,85.0,English,USA,,,,,False,2024-12-22,False
session_055836,user_06152,movie_0651,2024-06-19,Mobile,10.7,48.1,paused,HD,USA,False,R,andersonmadison@example.com,Kylie,Cole,33.0,Female,USA,New York,Oconnorview,Basic,2024-05-22,True,18.61,Desktop,3.0,2025-02-24 05:16:22.914199,Phoenix Day,Movie,Documentary,Action,2019,114.0,English,USA,386155.0,51575130.0,,,False,2024-02-29,True
session_055839,user_03101,movie_0890,2024-10-23,Laptop,23.4,88.0,completed,HD,Canada,False,TV-Y7,rbright@example.com,Jose,Graham,14.0,Female,USA,Tennessee,West Mollyberg,Standard,2024-05-29,True,15.06,Gaming Console,6.0,2023-07-14 20:14:22.236215,War Fire,Movie,Music,,2008,14.0,English,USA,9796514.0,9922315.0,,,True,2025-06-07,False
session_055840,user_03593,movie_0555,2025-09-08,Desktop,82.0,83.8,stopped,HD,USA,False,R,petersonjulia@example.com,Erica,Thomas,17.0,Prefer not to say,Canada,British Columbia,South Anna,Premium,2023-07-11,False,12.41,Gaming Console,1.0,2023-04-04 05:09:53.717595,Ice Phoenix,TV Series,Comedy,Sci-Fi,2011,22.0,English,Germany,,,,141.0,False,2025-04-06,True
session_055841,user_08375,movie_0937,2025-06-07,Desktop,51.5,32.1,completed,HD,USA,False,TV-Y7,iwilliams@example.com,Francisco,Butler,49.0,Female,USA,Texas,Stephaniefurt,Premium,2025-06-23,True,32.1,Laptop,2.0,2024-08-10 13:00:31.119049,Journey House,Movie,History,,2010,108.0,English,USA,27987637.0,,,,False,2020-11-26,False
session_055842,user_06666,movie_0580,2025-02-16,Tablet,17.9,17.1,started,4K,USA,False,4.0,chris89@example.org,Catherine,Luna,31.0,Female,Canada,Alberta,Brandyfort,Premium,2022-11-12,True,26.13,Tablet,,2022-10-01 18:41:26.007734,Last Love,Stand-up Comedy,Crime,,2014,74.0,English,South Korea,,,,,True,2022-01-19,False
session_055846,user_00086,movie_0156,2024-11-25,Mobile,88.8,74.5,completed,4K,Canada,False,TV-14,jessicafuller@example.net,Dennis,Payne,66.0,Male,USA,Georgia,Pollardfort,Premium,2025-01-07,True,13.95,Gaming Console,1.0,2024-09-25 15:43:46.540004,An Ice,Movie,History,Thriller,2019,111.0,English,France,19903417.0,10427828.0,,,True,2023-07-16,False
session_055848,user_09935,movie_0759,2025-02-14,Mobile,50.9,82.3,completed,4K,Canada,False,PG-13,alex21@example.org,Linda,Sullivan,36.0,Female,Canada,Ontario,Lake Sethborough,Basic,2023-10-11,True,20.46,Tablet,1.0,2022-10-08 03:03:10.644617,Legend King,Documentary,Action,Sci-Fi,2012,75.0,Spanish,South Korea,,,,,False,2025-02-10,False
session_055849,user_01311,movie_0427,2025-07-13,Tablet,51.2,83.6,completed,HD,USA,False,PG-13,kristin86@example.net,Daniel,Moore,41.0,Female,Canada,Prince Edward Island,South Anthony,Basic,2024-10-01,True,9.37,Smart TV,3.0,2024-09-26 01:53:33.127928,A King,Movie,Western,,2023,59.0,English,South Korea,20316482.0,209532686.0,,,False,2024-02-15,False
session_055850,user_09133,movie_0321,2024-02-22,Mobile,19.6,98.1,started,HD,USA,False,2.0,wanda31@example.net,Amanda,Porter,27.0,Female,USA,Massachusetts,New Janice,Premium,2023-04-09,True,18.22,Desktop,2.0,2023-11-05 15:20:35.627802,First Family,Stand-up Comedy,Comedy,,2014,534.0,English,Germany,,,,,False,2024-03-24,True
session_055851,user_01037,movie_0058,2025-06-21,Mobile,71.7,44.9,completed,4K,Canada,False,R,dsmith@example.com,Angela,Novak,45.0,Female,Canada,Prince Edward Island,Stevenston,Basic,2023-04-15,True,18.38,Tablet,1.0,2025-05-17 22:31:19.742873,Day Mystery,Stand-up Comedy,Drama,,2020,57.0,English,USA,,,,,True,2022-10-16,False
session_055853,user_03481,movie_0890,2024-05-10,Laptop,59.5,95.3,stopped,4K,USA,False,TV-Y7,monicacampbell@example.com,David,Davis,29.0,Male,Canada,Ontario,Ashleyborough,Premium,2025-06-01,True,5.5,Desktop,5.0,2025-02-04 19:04:52.451880,War Fire,Movie,Music,,2008,14.0,English,USA,9796514.0,9922315.0,,,True,2025-06-07,False
session_055854,user_04821,movie_0726,2024-09-25,Smart TV,60.8,98.2,started,4K,USA,False,4.0,beardanna@example.com,Christian,Cooke,27.0,Female,Canada,Nova Scotia,North Lindsayview,Basic,2023-08-28,True,16.94,Gaming Console,2.0,2025-05-27 20:11:04.870087,The Mystery,Movie,Action,,2021,13.0,Korean,South Korea,,,,,False,2021-01-12,True
session_055855,user_05750,movie_0912,2025-11-21,Mobile,94.0,33.3,paused,HD,USA,False,TV-Y7,rroberts@example.org,Catherine,Russell,36.0,Female,USA,Wisconsin,Natalieport,Standard,2025-04-16,False,13.63,Tablet,6.0,2024-04-15 21:03:21.927440,Mission Night,Stand-up Comedy,Adventure,,2015,72.0,English,USA,,,,,False,2023-01-10,False
session_055856,user_04714,movie_0406,2024-04-16,Tablet,1.8,50.1,stopped,HD,USA,False,1.0,georgejones@example.net,Timothy,Wiggins,22.0,Male,Canada,Alberta,Boothbury,Premium,2023-04-03,True,23.41,Desktop,2.0,2024-09-22 16:41:26.539092,Mystery Empire,Movie,Adventure,,2015,95.0,English,UK,3408376.0,,,,True,2023-07-14,False
session_055858,user_00725,movie_0438,2025-01-10,Desktop,22.4,49.3,started,HD,USA,True,NC-17,amycontreras@example.com,Troy,Sanchez,38.0,Male,USA,Massachusetts,Wongborough,Basic,2022-08-15,True,13.4,Smart TV,1.0,2025-06-24 23:47:53.619585,Mission Fire,TV Series,Mystery,Animation,2007,40.0,Korean,USA,,,12.0,138.0,False,2025-01-16,False
session_055860,user_06378,movie_0279,2024-09-07,Tablet,34.0,82.3,started,4K,USA,False,TV-Y,washingtonjared@example.net,John,Taylor,29.0,Male,Canada,New Brunswick,Erikabury,Standard,2025-01-25,False,13.4,Tablet,,2024-10-26 09:04:27.867515,My Adventure,TV Series,War,Sport,2011,53.0,English,USA,,,13.0,77.0,False,2022-06-21,True
session_055861,user_04831,movie_0220,2025-08-12,Tablet,42.0,59.9,paused,4K,USA,False,TV-MA,kellycallahan@example.com,Megan,Gillespie,42.0,Male,USA,Arizona,Johnsonland,Premium,2024-01-12,True,12.06,Smart TV,2.0,2024-11-08 03:25:05.150312,An War,TV Series,Comedy,History,2009,47.0,French,Germany,,,9.0,40.0,False,2022-02-21,False
session_055864,user_04613,movie_0452,2025-10-28,Mobile,114.3,55.4,stopped,4K,USA,False,2.0,glawson@example.com,Diane,Thomas,8.0,Female,USA,Georgia,Wandamouth,Premium,2024-08-18,True,2.84,Desktop,3.0,2025-01-03 18:42:59.345803,Family Secret,Limited Series,Romance,,2024,56.0,French,USA,,,11.0,58.0,True,2023-12-23,False
session_055864,user_04613,movie_0452,2025-10-28,Mobile,114.3,55.4,stopped,4K,USA,False,2.0,glawson@example.com,Diane,Thomas,8.0,Female,USA,Georgia,Wandamouth,Premium,2024-08-18,True,2.84,Desktop,3.0,2025-01-03 18:42:59.345803,Family Secret,Limited Series,Romance,,2024,56.0,French,USA,,,11.0,58.0,True,2023-12-23,False
session_055864,user_04613,movie_0452,2025-10-28,Mobile,114.3,55.4,stopped,4K,USA,False,2.0,glawson@example.com,Diane,Thomas,8.0,Female,USA,Georgia,Wandamouth,Premium,2024-08-18,True,2.84,Desktop,3.0,2025-01-03 18:42:59.345803,Family Secret,Limited Series,Romance,,2024,56.0,French,USA,,,11.0,58.0,True,2023-12-23,False
session_055864,user_04613,movie_0452,2025-10-28,Mobile,114.3,55.4,stopped,4K,USA,False,2.0,glawson@example.com,Diane,Thomas,8.0,Female,USA,Georgia,Wandamouth,Premium,2024-08-18,True,2.84,Desktop,3.0,2025-01-03 18:42:59.345803,Family Secret,Limited Series,Romance,,2024,56.0,French,USA,,,11.0,58.0,True,2023-12-23,False
session_055868,user_01139,movie_0185,2024-08-05,Smart TV,154.0,8.2,completed,SD,USA,True,TV-G,kjohnson@example.net,Wendy,Ortiz,60.0,Male,USA,Massachusetts,West Gregory,Standard,2023-09-19,True,36.46,Desktop,6.0,2023-05-11 00:57:57.221859,King Ice,Documentary,History,,2020,83.0,English,USA,,,,,False,2023-04-29,False
session_055869,user_07212,movie_0119,2024-08-18,Laptop,50.9,49.3,started,HD,USA,False,G,rwood@example.com,Maria,Jones,32.0,Male,Canada,Prince Edward Island,South Kiara,Premium,2023-09-14,True,13.4,Smart TV,2.0,2023-04-11 18:17:36.139597,Little Warrior,Documentary,Action,Adventure,2019,98.0,Hindi,South Korea,,,,,False,2025-07-26,True
session_055870,user_08396,movie_0672,2025-04-16,Mobile,51.2,50.0,completed,4K,USA,True,5.0,sjenkins@example.com,Joshua,Hughes,9.0,Male,USA,Wisconsin,New Shannonborough,Premium+,2023-05-17,True,3.72,Smart TV,5.0,2022-11-06 14:47:35.796096,Kingdom Dream,Movie,Biography,,2011,152.0,French,Canada,68373.0,5231163.0,,,False,2023-03-26,False
session_055871,user_07641,movie_0816,2025-04-02,Tablet,66.8,27.2,paused,HD,Canada,False,3.0,josephallen@example.org,Christy,Turner,51.0,Female,USA,Michigan,Leonview,Basic,2024-08-04,True,14.89,Gaming Console,3.0,2022-12-24 18:44:51.928054,Legend Empire,Stand-up Comedy,Western,,2010,55.0,Japanese,South Korea,,,,,False,2022-06-07,False
session_055874,user_08553,movie_0210,2024-12-13,Mobile,52.0,95.1,started,SD,USA,False,3.0,tiffany53@example.com,Kelly,Parsons,24.0,Female,USA,New York,Port Guy,Standard,2023-12-09,False,30.88,Mobile,3.0,2023-04-04 12:40:06.715255,Princess Kingdom,Movie,Sport,,2018,83.0,German,Canada,2206961.0,,,,False,2022-02-15,False
session_055874,user_08553,movie_0210,2024-12-13,Mobile,52.0,95.1,started,SD,USA,False,3.0,tiffany53@example.com,Kelly,Parsons,24.0,Female,USA,New York,Port Guy,Standard,2023-12-09,False,30.88,Mobile,3.0,2023-04-04 12:40:06.715255,Princess Kingdom,Movie,Sport,,2018,83.0,German,Canada,2206961.0,,,,False,2022-02-15,False
session_055875,user_01144,movie_0941,2025-08-31,Tablet,72.5,59.8,stopped,HD,USA,False,TV-PG,mccormickkatherine@example.com,James,Garza,28.0,Male,USA,Georgia,Harrisfort,Standard,2024-07-16,True,29.6,Mobile,2.0,2025-06-21 22:25:53.875154,A Mystery,Movie,War,,2023,117.0,Spanish,Germany,,31526910.0,,,False,2025-05-01,False
session_055878,user_00642,movie_0626,2024-08-23,Laptop,17.2,91.0,paused,HD,Canada,True,3.0,crossjoshua@example.com,David,Rivera,63.0,Male,Canada,British Columbia,Clarktown,Basic,2025-07-21,True,10.17,Tablet,2.0,2025-05-17 14:15:10.694000,Journey Mystery,Movie,Western,,2009,21.0,English,South Korea,350706.0,146051.0,,,False,2025-03-18,False
session_055879,user_00606,movie_0036,2025-04-30,Laptop,6.8,17.4,started,HD,USA,False,PG-13,ysmith@example.com,Bradley,Gray,35.0,Female,USA,Maryland,Lake Kevinside,Basic,2025-05-25,True,24.41,Gaming Console,1.0,2025-05-10 02:09:28.217875,House Legend,TV Series,Adventure,Action,2018,61.0,Spanish,Germany,,,10.0,57.0,False,2025-04-18,False
session_055882,user_00899,movie_0281,2024-06-30,Laptop,81.2,72.8,stopped,HD,USA,False,PG,lbraun@example.org,Katelyn,Wang,24.0,Male,USA,Tennessee,Mariamouth,Standard,2025-04-02,True,13.4,Smart TV,5.0,2023-01-09 03:33:33.099313,House Phoenix,Movie,Crime,,2017,115.0,English,USA,,394055.0,,,False,2022-07-21,False
session_055887,user_07058,movie_0590,2024-07-31,Smart TV,81.4,14.6,paused,HD,Canada,False,NC-17,raymonddaniel@example.com,Alec,Moore,39.0,Male,USA,Missouri,Morganbury,Standard,2025-04-20,True,7.77,Desktop,1.0,2022-10-19 11:45:52.266547,Secret City,Documentary,War,,2012,104.0,English,India,,,,,False,2022-12-15,True
session_055887,user_07058,movie_0590,2024-07-31,Smart TV,81.4,14.6,paused,HD,Canada,False,NC-17,raymonddaniel@example.com,Alec,Moore,39.0,Male,USA,Missouri,Morganbury,Standard,2025-04-20,True,7.77,Desktop,1.0,2022-10-19 11:45:52.266547,Secret City,Documentary,War,,2012,104.0,English,India,,,,,False,2022-12-15,True
session_055888,user_02441,movie_0835,2025-07-22,Smart TV,87.2,72.6,completed,SD,Canada,False,4.0,markjones@example.com,Nicholas,Washington,33.0,Male,Canada,New Brunswick,Elizabethmouth,Standard,2023-03-16,True,10.94,Desktop,3.0,2022-09-04 04:40:56.489404,Bright Ice,Movie,Mystery,,2021,95.0,French,South Korea,1167789.0,819792.0,,,True,2021-06-10,False
session_055889,user_05564,movie_0555,2024-10-03,Tablet,11.1,50.0,completed,HD,USA,False,R,bbrown@example.com,Thomas,Farley,48.0,Female,Canada,Newfoundland and Labrador,Spencerland,Premium+,2025-06-18,True,11.33,Gaming Console,,2023-10-14 13:23:14.195253,Ice Phoenix,TV Series,Comedy,Sci-Fi,2011,22.0,English,Germany,,,,141.0,False,2025-04-06,True
session_055890,user_00293,movie_0821,2025-02-25,Mobile,51.2,35.3,started,HD,Canada,True,NC-17,stevenlucas@example.org,Hector,Long,43.0,Male,USA,Indiana,Johnsonmouth,Premium,2025-03-26,True,3.05,Smart TV,4.0,2023-05-04 02:10:34.797409,Hero King,Movie,Sci-Fi,,2011,109.0,Spanish,USA,821340.0,,,,False,2023-12-20,False
session_055891,user_09682,movie_0279,2024-10-16,Desktop,64.4,39.2,paused,HD,USA,False,TV-Y,cbuckley@example.net,Jeffrey,Morgan,40.0,Male,Canada,New Brunswick,East Larrychester,Premium,2025-04-28,True,26.69,Gaming Console,2.0,2025-05-10 06:08:40.585535,My Adventure,TV Series,War,Sport,2011,53.0,English,USA,,,13.0,77.0,False,2022-06-21,True
session_055892,user_04727,movie_0109,2025-02-26,Desktop,41.5,13.7,stopped,4K,USA,True,PG-13,xjohnson@example.net,Rose,Calhoun,36.0,Female,USA,Washington,Port Ericafurt,Premium,2023-07-05,True,8.83,Tablet,4.0,2023-11-14 13:47:59.311249,Family Story,Movie,War,,2023,119.0,English,USA,2792744.0,194859508.0,,,False,2022-12-24,False
session_055893,user_04266,movie_0962,2025-10-19,Desktop,17.3,14.9,paused,HD,USA,False,TV-PG,umiller@example.com,Amy,Guzman,23.0,Female,Canada,Prince Edward Island,Lorraineview,Premium,2024-05-25,True,18.51,Gaming Console,2.0,2024-03-19 18:57:33.669266,City Ice,TV Series,History,,2018,45.0,English,USA,,,9.0,198.0,False,2022-05-03,True
session_055897,user_09283,movie_0911,2025-06-11,Mobile,59.9,51.9,completed,4K,USA,False,TV-14,myoung@example.net,Monica,David,21.0,Female,USA,New York,Nancymouth,Standard,2025-03-09,True,31.98,Smart TV,4.0,2024-04-19 06:35:14.605014,Bright Dragon,Stand-up Comedy,Thriller,,2018,55.0,English,USA,,,,,False,2022-09-23,True
session_055899,user_02616,movie_0829,2025-04-06,Mobile,14.9,50.2,completed,Ultra HD,Canada,False,PG-13,jessica26@example.net,Brian,Tapia,53.0,Male,USA,Florida,North Melissatown,Standard,2022-08-03,True,20.95,Laptop,,2024-06-17 15:50:05.273700,A Dream,Movie,Sci-Fi,Comedy,2017,149.0,English,USA,24683583.0,12557644.0,,,True,2022-07-14,False
session_055902,user_00984,movie_0002,2024-07-28,Mobile,530.0,49.3,started,SD,Canada,True,PG,juanlucero@example.org,Renee,Ferguson,31.0,Female,USA,New Jersey,North Kathleenside,Premium,2022-11-28,False,21.29,Mobile,4.0,2024-01-12 07:57:10.944448,Storm Warrior,Stand-up Comedy,Sci-Fi,,2017,37.0,Japanese,USA,,,,,False,2022-01-28,True
session_055903,user_01820,movie_0085,2025-11-29,Smart TV,43.0,6.5,completed,4K,USA,False,4.0,steve74@example.org,Andrew,Cruz,30.0,Female,USA,Michigan,Smithmouth,Standard,2025-06-21,True,25.9,Laptop,6.0,2023-01-27 15:16:42.572279,Mission Secret,Stand-up Comedy,Crime,Crime,2009,44.0,Korean,USA,,,,,False,2024-05-03,True
session_055906,user_08381,movie_0283,2024-05-10,Tablet,51.2,49.9,paused,HD,Canada,False,TV-Y7,deanna76@example.net,Heather,Robinson,51.0,Female,USA,Massachusetts,Scottburgh,Premium+,2025-02-06,False,5.58,Smart TV,5.0,2025-01-06 21:02:37.320540,Big Mission,Movie,History,,2009,118.0,Spanish,UK,1107126.0,,,,True,2024-04-22,True
session_055907,user_06461,movie_0185,2025-10-08,Mobile,204.2,58.4,started,HD,USA,False,3.0,rita49@example.org,Justin,Woods,35.0,Male,USA,Florida,East Matthew,Standard,2024-02-19,True,32.72,Tablet,2.0,2025-06-19 19:40:40.710599,King Ice,Documentary,History,,2020,83.0,English,USA,,,,,False,2023-04-29,False
session_055909,user_02572,movie_0924,2024-04-10,Smart TV,49.7,82.5,stopped,HD,Canada,False,PG,lucas74@example.org,Rebecca,House,31.0,Male,USA,Pennsylvania,Hendersonmouth,Standard,2024-04-12,True,8.89,Gaming Console,2.0,2024-07-04 18:02:19.612543,Fire King,TV Series,Drama,,2022,64.0,Spanish,USA,,,1.0,98.0,False,2021-07-22,False
session_055910,user_09379,movie_0927,2025-08-21,Laptop,51.7,21.1,started,4K,USA,False,TV-G,bscott@example.com,Amy,Brennan,33.0,Other,Canada,Ontario,Ashleyburgh,Standard,2023-05-14,True,13.4,Gaming Console,5.0,2023-05-27 22:30:06.856246,Fire Ice,TV Series,Sci-Fi,,2008,40.0,French,France,,,12.0,37.0,True,2022-09-03,True
session_055911,user_03902,movie_0827,2024-03-28,Tablet,85.2,43.0,started,Ultra HD,USA,True,R,katherinekelley@example.org,Alicia,Hunter,40.0,Female,USA,Missouri,Ericmouth,Standard,2023-02-24,True,13.4,Desktop,1.0,2025-05-28 17:13:34.732645,Mystery House,Movie,Family,Biography,2021,139.0,Hindi,USA,,2642562.0,,,True,2024-10-22,False
session_055912,user_03440,movie_0927,2025-10-15,Mobile,176.0,89.5,stopped,HD,Canada,True,TV-G,welchguy@example.com,Christine,Ho,33.0,Male,Canada,Newfoundland and Labrador,Meganhaven,Standard,2025-06-01,True,8.9,Desktop,2.0,2023-01-03 02:16:50.305945,Fire Ice,TV Series,Sci-Fi,,2008,40.0,French,France,,,12.0,37.0,True,2022-09-03,True
session_055913,user_07234,movie_0854,2025-12-03,Laptop,11.7,98.6,paused,HD,USA,False,PG-13,vingram@example.com,Darin,Townsend,27.0,Female,USA,New Jersey,New Debbiefurt,Premium,2023-07-08,True,8.73,Smart TV,2.0,2023-01-14 10:24:37.747758,Dark House,Movie,Fantasy,,2012,117.0,English,USA,859774.0,,,,True,2024-07-16,False
session_055917,user_03408,movie_0261,2024-08-16,Tablet,87.1,52.1,completed,4K,USA,False,G,mreynolds@example.com,Joyce,Conrad,21.0,Female,USA,Maryland,South Phillipshire,Basic,2023-01-12,True,8.95,Desktop,1.0,2023-01-27 01:26:22.486408,Hero Dream,Movie,Biography,Crime,2013,88.0,Italian,USA,169741881.0,,,,False,2025-04-11,True
session_055923,user_08841,movie_0574,2025-08-31,Tablet,49.1,50.0,completed,HD,Canada,False,PG,gwong@example.org,Tina,Marshall,42.0,Female,USA,Massachusetts,West Amyberg,Premium,2023-08-21,True,24.99,Desktop,5.0,2024-09-23 15:43:22.100363,Journey Princess,Limited Series,Comedy,Drama,2012,57.0,Spanish,USA,,,6.0,10.0,False,2024-08-14,True
session_055927,user_02191,movie_0705,2024-03-31,Mobile,68.3,2.1,stopped,SD,Canada,True,PG-13,rmccullough@example.org,Timothy,Mcdowell,52.0,Female,USA,Massachusetts,Baileyberg,Standard,2025-01-12,True,13.56,Laptop,1.0,2025-02-23 05:55:01.806422,House Secret,Stand-up Comedy,Romance,,2022,61.0,Hindi,USA,,,,,False,2025-03-08,False
session_055928,user_04624,movie_0113,2025-11-28,Tablet,36.8,12.1,started,HD,USA,False,PG-13,floresamanda@example.net,Lisa,Johnson,49.0,Male,USA,Ohio,Lake Wayne,Standard,2023-03-09,True,8.34,Smart TV,1.0,2025-05-17 01:31:35.252365,A Quest,Movie,History,,2022,110.0,French,Germany,845349.0,4568753.0,,,False,2020-12-09,True
